scorer,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas
bodyparts,reye,reye,leye,leye,frleg,frleg,flleg,flleg,brleg,brleg,blleg,blleg,tailbase,tailbase,midtail,midtail,centerbody,centerbody
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\lion11_Trim3\img007.png,,,337.10765550239233,179.48910064066183,352.3667585759468,300.47198929527224,467.89996756143057,337.5298110453331,,,,,,,,,545.2854188630281,213.2771145892467
labeled-data\lion11_Trim3\img021.png,,,346.91707890682017,187.11865217743912,355.6365663774227,296.1122455599709,475.52951909820774,333.17006731003175,,,,,,,,,584.5231124807397,219.81673019219863
labeled-data\lion11_Trim3\img058.png,,,338.19759143621764,194.7482037142163,348.0070148406455,310.2814126997001,476.6194550320331,345.15936258211025,,,,,,,,,559.4545860027573,220.906666126024
labeled-data\lion11_Trim3\img079.png,,,336.017719568567,199.1079474495176,356.72650231124805,302.65186116292284,474.4395831643824,347.33923444976085,,,,,,,,,563.8143297380585,228.53621766280116
labeled-data\lion11_Trim3\img119.png,,,334.9277836347417,204.55762711864418,351.27682264212143,311.3713486335254,474.4395831643824,349.51910631741157,,,,,,,,,575.803625010137,224.17647392749996
labeled-data\lion11_Trim3\img154.png,,,346.91707890682017,194.7482037142163,343.6472711053442,314.64115643500134,472.2597112967318,349.51910631741157,,,,,,,,,565.9942016057092,211.0972427215961
labeled-data\lion11_Trim3\img173.png,,,362.8621366849961,202.36630007855445,354.94383346425764,316.74179104477605,493.95404556166534,343.13613511390406,,,,,,,,,600.4112333071484,229.64045561665353
labeled-data\lion11_Trim3\img189.png,,,361.9823252160251,197.96724273369978,355.8236449332286,320.26103692065976,498.35310290652,349.29481539670064,,,,,,,,,581.0553809897879,227.8808326787116
labeled-data\lion11_Trim3\img224.png,,,348.7851531814611,174.21233307148452,361.10251374705416,312.3427336999214,489.55498821681067,345.77556952081693,,,,,,,,,594.2525530243519,223.48177533385694
labeled-data\lion11_Trim3\img247.png,,,351.42458758837387,170.6930871956008,354.0640219952867,315.8619795758051,479.8770620581304,348.4150039277297,,,,,,,,,590.7333071484682,232.27989002356628
labeled-data\lion11_Trim3\img259.png,,,347.90534171249016,169.81327572662985,364.62175962293793,316.74179104477605,481.6366849960723,346.6553809897879,,,,,,,,,573.1370777690495,238.43857030636286
labeled-data\lion11_Trim3\img266.png,,,351.42458758837387,168.933464257659,359.3428908091123,312.3427336999214,497.47329143754905,352.81406127258435,,,,,,,,,592.4929300864101,237.5587588373919
labeled-data\lion11_Trim3\img276.png,,,355.8236449332286,164.53440691280423,362.8621366849961,321.1408483896307,483.3963079340141,351.05443833464255,,,,,,,,,576.6563236449332,225.24139827179886
labeled-data\lion11_Trim3\img280.png,,,347.0255302435192,166.29402985074614,369.0208169677926,317.621602513747,484.27611940298505,350.1746268656716,,,,,,,,,586.3342498036135,228.76064414768257
labeled-data\lion11_Trim3\img309.png,,,,,157.86606441476823,250.7559308719559,,,127.95247446975642,232.27989002356628,,,,,,,277.52042419481535,303.54461901021205
labeled-data\lion11_Trim3\img314.png,,,,,157.86606441476823,254.27517674783962,,,130.59190887666924,229.64045561665353,,,,,,,281.0396700706991,295.62631578947355
labeled-data\lion11_Trim3\img357.png,,,,,153.46700706991356,252.51555380989782,,,127.0726630007855,239.3183817753337,,,,,,,275.7608012568735,295.62631578947355
labeled-data\lion11_Trim3\img368.png,,,,,157.86606441476823,256.03479968578154,,,132.35153181461112,233.15970149253724,,,,,,,274.00117831893164,280.66952081696775
labeled-data\lion11_Trim3\img396.png,449.0836606441477,132.8611940298506,496.5934799685781,149.57761194029842,371.6602513747054,309.7032992930086,506.2714061272584,345.77556952081693,,,,,,,,,596.8919874312647,235.79913589945
labeled-data\lion11_Trim3\img406.png,463.16064414768266,147.8179890023565,506.2714061272584,161.89497250589147,377.81893165750193,325.5399057344854,517.7089552238806,343.13613511390406,,,,,,,,,601.2910447761194,239.3183817753337
labeled-data\lion11_Trim3\img426.png,442.04516889238016,149.57761194029842,493.95404556166534,160.13534956794956,376.939120188531,323.7802827965435,508.0310290652003,352.81406127258435,,,,,,,,,591.6131186174391,250.7559308719559
labeled-data\lion11_Trim3\img447.png,429.7278083267871,160.13534956794956,478.11743912018846,168.05365278868805,374.2996857816182,332.5783974862529,508.0310290652003,354.57368421052627,,,,,,,,,606.569913589945,246.35687352710124
labeled-data\lion11_Trim3\img468.png,419.17007069913586,178.6113904163392,467.55970149253733,186.52969363707768,358.46307934014135,321.1408483896307,500.1127258444619,353.6938727415553,,,,,,,,,581.9351924587588,254.27517674783962
labeled-data\lion11_Trim3\img480.png,385.7372348782404,171.57289866457177,434.1268656716418,180.3710133542811,343.5062843676355,328.17934014139826,470.1991358994501,345.77556952081693,,,,,,,,,566.098586017282,238.43857030636286
labeled-data\lion11_Trim3\img499.png,402.45365278868815,155.7362922230949,454.3625294579733,161.89497250589147,344.3860958366064,314.98216810683414,479.8770620581304,350.1746268656716,,,,,,,,,562.5793401413982,243.7174391201885
labeled-data\lion11_Trim3\img523.png,374.2996857816182,167.1738413197171,433.2470542026708,169.81327572662985,327.66967792615867,329.0591516103691,471.07894736842104,349.29481539670064,,,,,,,,,561.6995286724273,240.19819324430466
labeled-data\lion11_Trim3\img528.png,384.8574234092694,166.29402985074614,435.00667714061274,170.6930871956008,328.54948939512957,336.09764336213664,469.3193244304791,351.9342498036134,,,,,,,,,545.8629222309505,245.4770620581303
labeled-data\lion11_Trim3\img552.png,367.26119402985074,170.6930871956008,418.2902592301649,176.8517674783974,325.03024351924586,324.66009426551443,458.761586802828,349.29481539670064,,,,,,,,,548.5023566378633,241.07800471327562
labeled-data\lion11_Trim3\img567.png,385.7372348782404,149.57761194029842,438.52592301649645,160.13534956794956,327.66967792615867,327.2995286724273,459.64139827179883,351.05443833464255,,,,,,,,,542.3436763550668,232.27989002356628
labeled-data\lion11_Trim3\img573.png,,,426.2085624509034,168.933464257659,325.91005498821676,325.5399057344854,460.5212097407698,350.1746268656716,,,,,,,,,539.7042419481539,234.0395129615082
labeled-data\lion11_Trim3\img592.png,,,423.56912804399053,170.6930871956008,316.2321288295365,323.7802827965435,457.0019638648861,353.6938727415553,,,,,,,,,537.9446190102121,241.07800471327562
labeled-data\lion11_Trim3\img614.png,,,413.89120188531024,166.29402985074614,338.22741555380986,330.818774548311,461.40102120974075,354.57368421052627,,,,,,,,,566.098586017282,241.95781618224657
labeled-data\lion11_Trim3\img649.png,,,370.78043990573445,154.85648075412394,335.5879811468971,327.2995286724273,470.1991358994501,351.05443833464255,,,,,,,,,559.9399057344855,235.79913589945
labeled-data\lion11_Trim3\img663.png,,,373.41987431264727,158.37572663000776,331.1889238020424,333.45820895522377,476.35781618224667,353.6938727415553,,,,,,,,,569.6178318931658,243.7174391201885
labeled-data\lion11_Trim3\img671.png,240.5683424980361,196.20761979575798,257.28476040848386,196.20761979575798,263.4434406912804,274.51084053417117,295.1166535742341,280.66952081696775,,,325.91005498821676,268.3521602513746,,,,,,
