scorer,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas,thomas
bodyparts,reye,reye,leye,leye,frleg,frleg,flleg,flleg,brleg,brleg,blleg,blleg,tailbase,tailbase,midtail,midtail,centerbody,centerbody
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\lion11_Trim2\img005.png,177.22191673212876,145.17855459544376,224.73173605655927,146.93817753338556,170.18342498036134,307.9436763550667,234.40966221523956,314.1023566378633,,,,,,,,,,
labeled-data\lion11_Trim2\img016.png,175.4622937941869,142.5391201885309,222.09230164964646,146.93817753338556,170.18342498036134,310.58311076197947,259.9241948153967,307.9436763550666,,,,,,,,,,
labeled-data\lion11_Trim2\img045.png,174.582482325216,145.17855459544376,219.45286724273365,147.8179890023565,171.9430479183032,302.6648075412411,264.32325216025134,306.1840534171248,,,,,,,,,,
labeled-data\lion11_Trim2\img065.png,162.2651217596229,145.17855459544376,197.4575805184603,145.17855459544376,161.38531029065194,312.3427336999214,239.6885310290652,311.4629222309504,,,,,,,,,,
labeled-data\lion11_Trim2\img071.png,255.525137470542,170.6930871956008,,,193.05852317360564,285.0685781618224,129.7120974076983,285.0685781618224,,,,,,,,,77.80322073841316,198.84705420267073
labeled-data\lion11_Trim2\img076.png,259.9241948153967,181.25082482325206,,,180.74116260801253,303.54461901021205,,,,,,,,,,,74.28397486252942,195.32780832678702
labeled-data\lion11_Trim2\img081.png,257.28476040848386,170.6930871956008,,,162.2651217596229,310.58311076197947,226.49135899450113,270.1117831893165,,,,,,,,,71.6445404556166,197.96724273369978
labeled-data\lion11_Trim2\img082.png,260.8040062843676,160.13534956794956,,,165.7843676355066,294.7465043205027,231.77022780832675,263.07329143754896,,,,,,,,,86.6013354281225,187.40950510604864
labeled-data\lion11_Trim2\img090.png,,,,,142.90926944226234,313.22254516889234,198.3373919874312,278.0300864100549,,,,,,,,,80.44265514532594,174.21233307148452
labeled-data\lion11_Trim2\img094.png,,,,,155.22663000785542,296.5061272584445,193.93833464257654,275.3906520031421,,,,,,,,,103.31775333857027,177.73157894736835
labeled-data\lion11_Trim2\img095.png,,,,,399.81421838177533,267.4723487824036,337.34760408483896,241.07800471327562,552.9014139827179,295.62631578947355,473.7183817753338,303.54461901021205,,,605.6901021209741,229.64045561665353,413.0113904163393,165.41421838177519
labeled-data\lion11_Trim2\img099.png,,,,,410.3719560094265,263.07329143754896,355.8236449332286,252.51555380989782,552.9014139827179,281.5493322859387,471.958758837392,288.5878240377061,,,583.6948153967007,212.9240377062057,413.0113904163393,154.85648075412394
labeled-data\lion11_Trim2\img105.png,,,,,413.0113904163393,264.8329143754909,354.0640219952867,258.6742340926943,531.7859387274156,275.3906520031421,485.155930871956,275.3906520031421,,,598.6516103692065,229.64045561665353,414.7710133542812,164.53440691280423
labeled-data\lion11_Trim2\img110.png,,,,,392.77572663000785,252.51555380989782,358.46307934014135,252.51555380989782,563.4591516103692,294.7465043205027,516.8291437549096,304.424430479183,,,612.7285938727415,217.32309505106036,424.4489395129615,148.69780047132747
labeled-data\lion11_Trim2\img113.png,,,,,,,365.50157109190883,248.996307934014,579.2957580518461,278.0300864100549,538.824430479183,282.42914375490955,,,628.5652003142184,199.7268656716417,444.68460329929303,144.2987431264728
labeled-data\lion11_Trim2\img119.png,,,,,308.3138256087981,179.49120188531015,220.3326787117046,272.75121759622925,83.08208955223876,314.98216810683414,18.8558523173605,307.06386488609576,,,,,137.63040062843672,153.9766692851531
labeled-data\lion11_Trim2\img125.png,,,,,295.996465043205,215.56347211311856,221.21249018067556,292.9868813825608,86.6013354281225,337.85726630007855,17.096229379418645,331.69858601728197,,,,,123.55341712490176,162.77478397486243
labeled-data\lion11_Trim2\img127.png,,,,,297.7560879811469,225.24139827179886,219.45286724273365,290.34744697564804,74.28397486252942,340.4967007069913,11.817360565593034,340.4967007069913,,,,,138.51021209740765,179.49120188531015
labeled-data\lion11_Trim2\img133.png,,,,,290.7175962293794,272.75121759622925,230.8904163393558,302.6648075412411,76.04359780047128,344.895758051846,10.937549096622092,332.5783974862529,,,,,115.63511390416335,175.09214454045548
labeled-data\lion11_Trim2\img135.png,,,405.0930871956009,109.9860958366063,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img145.png,,,385.7372348782404,130.22175962293784,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img152.png,324.1504320502749,175.09214454045548,400.69402985074623,162.77478397486243,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img160.png,323.270620581304,203.2461115475254,401.5738413197172,175.09214454045548,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img171.png,317.1119402985074,205.00573448546731,385.7372348782404,166.29402985074614,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img176.png,313.5926944226237,207.64516889238007,387.4968578161822,167.1738413197171,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img187.png,306.5542026708562,217.32309505106036,369.0208169677926,158.37572663000776,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img199.png,295.996465043205,227.00102120974066,358.46307934014135,164.53440691280423,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img206.png,283.67910447761193,238.43857030636286,347.0255302435192,170.6930871956008,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img211.png,283.67910447761193,232.27989002356628,339.1072270227808,175.09214454045548,,,,,,,,,,,,,,
labeled-data\lion11_Trim2\img223.png,272.2415553809898,158.37572663000776,386.6170463472113,146.93817753338556,,,,,,,,,,,,,582.8150039277298,227.8808326787116
labeled-data\lion11_Trim2\img228.png,266.96268656716416,174.21233307148452,386.61704634721127,165.41421838177519,,,,,,,,,,,,,576.6563236449332,238.43857030636286
labeled-data\lion11_Trim2\img233.png,259.9241948153967,116.14477611940288,393.65553809897875,118.78421052631563,,,,,,,,,,,,,524.747446975648,194.44799685781607
labeled-data\lion11_Trim2\img244.png,171.06323644933224,101.18798114689696,320.6311861743912,93.26967792615858,,,,,,,,,,,,,506.2714061272584,189.16912804399044
labeled-data\lion11_Trim2\img245.png,177.22191673212876,92.38986645718762,327.66967792615867,88.87062058130391,,,,,,,,,,,,,529.1465043205027,167.1738413197171
labeled-data\lion11_Trim2\img249.png,208.89512961508245,105.58703849175163,351.42458758837387,87.99080911233295,,,,,,,,,,,,,506.2714061272584,153.09685781618214
labeled-data\lion11_Trim2\img251.png,238.80871956009423,124.94289080911221,368.14100549882164,107.34666142969354,,,,,,,,,,,,,508.0310290652003,157.4959151610368
labeled-data\lion11_Trim2\img259.png,279.28004713275726,167.1738413197171,420.9296936370778,146.0583660644146,,,,,,,586.3342498036135,271.8714061272584,,,625.9257659073056,236.67894736842095,494.8338570306363,160.13534956794956
labeled-data\lion11_Trim2\img269.png,,,207.1355066771406,144.2987431264728,176.34210526315786,300.9051846032992,273.1213668499607,312.3427336999214,,,,,,,,,,
labeled-data\lion11_Trim2\img278.png,,,203.61626080125683,146.93817753338556,182.5007855459544,307.9436763550667,265.2030636292223,313.22254516889234,,,,,,,,,,
